Experiment,Location,Structure,Position,Species,Type,Origin,Comments,Date_0,Length_0,Width1_0,Width2_0,EV_0,Condition_0,Cause_0,SGR_0,Comments_0,Date_1,Length_1,Width1_1,Width2_1,EV_1,Condition_1,Cause_1,SGR_1,Comments_1,Date_2,Length_2,Width1_2,Width2_2,EV_2,Condition_2,Cause_2,SGR_2,Comments_2,Date_3,Length_3,Width1_3,Width2_3,EV_3,Condition_3,Cause_3,SGR_3,Comments_3,Date_4,Length_4,Width1_4,Width2_4,EV_4,Condition_4,Cause_4,SGR_4,Comments_4,Date_5,Length_5,Width1_5,Width2_5,EV_5,Condition_5,Cause_5,SGR_5,Comments_5,Date_6,Length_6,Width1_6,Width2_6,EV_6,Condition_6,Cause_6,SGR_6,Comments_6,Date_7,Length_7,Width1_7,Width2_7,EV_7,Condition_7,Cause_7,SGR_7,Comments_7,Date_8,Length_8,Width1_8,Width2_8,EV_8,Condition_8,Cause_8,SGR_8,Comments_8,Date_9,Length_9,Width1_9,Width2_9,EV_9,Condition_9,Cause_9,SGR_9,Comments_9,Date_10,Length_10,Width1_10,Width2_10,EV_10,Condition_10,Cause_10,SGR_10,Comments_10,Date_11,Length_11,Width1_11,Width2_11,EV_11,Condition_11,Cause_11,SGR_11,Comments_11,Date_12,Length_12,Width1_12,Width2_12,EV_12,Condition_12,Cause_12,SGR_12,Comments_12
Spatial variation (Emilia),Pilli Pipa,1,1,Acropora verweyi,Mini nursery,,,23-Nov-17,4,1.2,1.2,5,100,,,,08-Mar-18,4.6,1.6,1.6,9,100,,,OVERALL Pilli Pipa: Quite some fragments showed signs of abbresions (by algae?) but couldn't see algae on pics. Some fragments (bigger ones) seemed to do well. Only 1 bite mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,2,Acropora verweyi,Mini nursery,,,23-Nov-17,3.6,1.2,1.3,4,100,,,,08-Mar-18,5.1,1.7,1.6,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.1,1.7,1.5,8,100,,,,08-Mar-18,4.7,2,1.9,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,4,Acropora verweyi,Mini nursery,,,23-Nov-17,4.1,1.3,1.4,6,100,,,,08-Mar-18,5.4,2.3,2,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,5,Acropora verweyi,Mini nursery,,,23-Nov-17,3.9,1.4,1.3,6,100,,,,08-Mar-18,4.2,1.8,1.3,8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,6,Acropora verweyi,Mini nursery,,,23-Nov-17,4,1.3,1.4,6,100,,,,08-Mar-18,5.4,1.8,1.5,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,7,Acropora verweyi,Mini nursery,,,23-Nov-17,3.4,1.8,1.3,6,100,,,,08-Mar-18,4.5,2.2,1.8,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,1,8,Acropora verweyi,Mini nursery,,,23-Nov-17,4.3,1.3,1.3,6,100,,,,08-Mar-18,5.9,2,2,19,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,1,Acropora verweyi,Mini nursery,,,23-Nov-17,3.9,1.7,1.7,9,100,,,,08-Mar-18,4.4,1.9,1.9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,2,Acropora verweyi,Mini nursery,,,23-Nov-17,4.1,1.4,1.2,5,100,,,,08-Mar-18,6.2,1.9,1.8,17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.5,1.5,1.6,8,100,,,,08-Mar-18,5.3,2,1.6,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,4,Acropora verweyi,Mini nursery,,,23-Nov-17,3.8,1.3,1.4,5,100,,,,08-Mar-18,6,1.8,1.9,16,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,5,Acropora verweyi,Mini nursery,,,23-Nov-17,4.8,1.4,1.3,7,100,,,,08-Mar-18,4.7,1.4,1.1,6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,6,Acropora verweyi,Mini nursery,,,23-Nov-17,3.5,1.6,1.6,7,100,,,,08-Mar-18,4.7,2.2,1.9,16,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,7,Acropora verweyi,Mini nursery,,,23-Nov-17,4.9,1.5,1.5,9,100,,,,08-Mar-18,5.8,2.2,1.7,17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,2,8,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,1.4,1.4,6,100,,,,08-Mar-18,5.6,2.4,2.1,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,1,Acropora verweyi,Mini nursery,,,23-Nov-17,4.4,1.7,1.3,8,100,,,,08-Mar-18,4.8,2,1.5,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,2,Acropora verweyi,Mini nursery,,,23-Nov-17,3.5,2.2,1.7,10,100,,,,08-Mar-18,5.5,3,2.6,34,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.8,2,1.7,13,100,,,,08-Mar-18,6,2.2,1.9,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,4,Acropora verweyi,Mini nursery,,,23-Nov-17,4.6,3.1,2.3,26,100,,,,08-Mar-18,7.6,3.7,3.1,69,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,5,Acropora verweyi,Mini nursery,,,23-Nov-17,4.8,2.1,2,16,100,,,,08-Mar-18,5.7,2.4,2.1,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,6,Acropora verweyi,Mini nursery,,,23-Nov-17,4.3,1.4,1.5,7,100,,,,08-Mar-18,5.5,1.9,2.2,18,90,,,Coloured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,7,Acropora verweyi,Mini nursery,,,23-Nov-17,4.5,2.2,2,16,100,,,,08-Mar-18,5.2,2,2,16,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,3,8,Acropora verweyi,Mini nursery,,,23-Nov-17,4.4,1.8,1.7,11,100,,,,08-Mar-18,6,2.3,2.2,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,1,Acropora verweyi,Mini nursery,,,23-Nov-17,4,3.5,3.7,41,100,,,,08-Mar-18,5,3.8,3.7,55,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,2,Acropora verweyi,Mini nursery,,,23-Nov-17,4.8,1.2,1.3,6,100,,,,08-Mar-18,5.2,1.5,1.4,9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,3.1,1.7,19,100,,,,08-Mar-18,5.2,3.2,2.4,33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,4,Acropora verweyi,Mini nursery,,,23-Nov-17,4.5,2.2,1.7,13,100,,,,08-Mar-18,6.3,2.4,2.1,25,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,5,Acropora verweyi,Mini nursery,,,23-Nov-17,4.4,2,1.2,9,100,,,,08-Mar-18,4.8,2.1,1.6,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,6,Acropora verweyi,Mini nursery,,,23-Nov-17,3.6,2.5,2.2,16,100,,,,08-Mar-18,5.5,3.5,3,45,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,7,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,2.2,1.8,13,100,,,,08-Mar-18,4.5,2.4,2,17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,4,8,Acropora verweyi,Mini nursery,,,23-Nov-17,3.9,2,1.4,9,100,,,,08-Mar-18,5.5,2.4,2.1,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,1,Acropora verweyi,Mini nursery,,,23-Nov-17,5.3,1.9,1.5,12,100,,,,08-Mar-18,6.2,2,1.9,18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,2,Acropora verweyi,Mini nursery,,,23-Nov-17,4.7,1.9,1.9,13,100,,,,08-Mar-18,5.6,2,2,17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,2.7,2.3,21,100,,,,08-Mar-18,5.4,3.2,2.7,37,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,4,Acropora verweyi,Mini nursery,,,23-Nov-17,5.2,2.1,1.6,14,100,,,,08-Mar-18,8.3,2.8,2.5,46,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,5,Acropora verweyi,Mini nursery,,,23-Nov-17,5,2.8,2.3,26,100,,,,08-Mar-18,5.7,2.7,2.2,27,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,6,Acropora verweyi,Mini nursery,,,23-Nov-17,4,1.6,1.3,7,100,,,,08-Mar-18,4.1,1.8,1.4,8,95,,,paling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,7,Acropora verweyi,Mini nursery,,,23-Nov-17,5.1,2.9,2.5,29,100,,,,08-Mar-18,6.2,3.2,2.7,42,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,5,8,Acropora verweyi,Mini nursery,,,23-Nov-17,5.1,2.4,1.7,17,100,,,,08-Mar-18,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,1,Acropora verweyi,Mini nursery,,,23-Nov-17,4.3,2.8,1.9,19,100,,,,08-Mar-18,5.2,3.3,2.1,30,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,2,Acropora verweyi,Mini nursery,,,23-Nov-17,4.9,2.7,1.9,20,100,,,,08-Mar-18,7,3.6,2.8,56,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.1,3.3,2,23,100,,,,08-Mar-18,5.3,2.4,2.1,21,100,,,predation marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,4,Acropora verweyi,Mini nursery,,,23-Nov-17,4.5,2.3,2.1,17,100,,,,08-Mar-18,,,,,0,,,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,5,Acropora verweyi,Mini nursery,,,23-Nov-17,4.6,2.7,1.7,17,100,,,,08-Mar-18,5.3,2.9,2.1,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,6,Acropora verweyi,Mini nursery,,,23-Nov-17,5,2.2,1.7,15,100,,,,08-Mar-18,6.9,2.7,2.4,35,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,7,Acropora verweyi,Mini nursery,,,23-Nov-17,5,1.8,1.7,12,100,,,,08-Mar-18,5.6,2.2,1.7,17,90,,,Coloured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,6,8,Acropora verweyi,Mini nursery,,,23-Nov-17,4.9,2.6,1.4,15,100,,,,08-Mar-18,7.4,3.8,2.2,52,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,1,Acropora verweyi,Mini nursery,,,23-Nov-17,4.8,2.8,2.5,26,100,,,,08-Mar-18,5.9,3,2.6,36,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,2,Acropora verweyi,Mini nursery,,,23-Nov-17,4,2.7,2.4,20,100,,,,08-Mar-18,5,2.9,2.9,33,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.1,2,1.6,10,100,,,,08-Mar-18,5,2.3,2,18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,4,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,1.9,2.1,13,100,,,,08-Mar-18,6.7,2.6,2.6,36,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,5,Acropora verweyi,Mini nursery,,,23-Nov-17,4,2.5,2,16,100,,,,08-Mar-18,4.6,2.5,2.6,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,6,Acropora verweyi,Mini nursery,,,23-Nov-17,5,2.7,2.1,23,100,,,,08-Mar-18,7.9,4.3,3.4,92,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,7,Acropora verweyi,Mini nursery,,,23-Nov-17,5.8,2.6,2.5,30,100,,,,08-Mar-18,7.1,2.8,2.8,44,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,7,8,Acropora verweyi,Mini nursery,,,23-Nov-17,5.3,2.2,1.6,15,100,,,,08-Mar-18,7.9,3.3,3.3,68,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,1,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,2.9,2.3,22,100,,,,08-Mar-18,6.5,3.9,4,80,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,2,Acropora verweyi,Mini nursery,,,23-Nov-17,3.5,3.3,2.1,20,100,,,,08-Mar-18,6.1,4.5,3.5,77,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,3,Acropora verweyi,Mini nursery,,,23-Nov-17,4.2,2.9,1.5,16,100,,,,08-Mar-18,5,2.9,1.9,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,4,Acropora verweyi,Mini nursery,,,23-Nov-17,3.6,2.8,2.2,18,100,,,,08-Mar-18,6,3.2,3.1,47,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,5,Acropora verweyi,Mini nursery,,,23-Nov-17,4.1,2.4,1.9,15,100,,,,08-Mar-18,5.1,2.9,2.2,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,6,Acropora verweyi,Mini nursery,,,23-Nov-17,4.7,3.2,1.9,24,100,,,,08-Mar-18,6.9,4.2,3.3,76,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,7,Acropora verweyi,Mini nursery,,,23-Nov-17,3.8,2.3,1.9,13,100,,,,08-Mar-18,4.3,2.1,2,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Pilli Pipa,8,8,Acropora verweyi,Mini nursery,,,23-Nov-17,4.4,2.8,1.8,18,100,,,,08-Mar-18,7.5,3.5,3.8,78,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Firefly,1,1,Acropora verweyi,Mini nursery,,,24-Nov-17,4.9,2.6,1.9,19,100,,,,09-Mar-18,3.9,2.7,1.9,16,95,,,"OVERALL Firefly: lots of abbrasion (by algae), little groth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Firefly,1,2,Acropora verweyi,Mini nursery,,,24-Nov-17,3.9,2.1,2,13,100,,,,09-Mar-18,,,,,0,,,missing: structure down?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatial variation (Emilia),Firefly,1,3,Acropora verweyi,Mini nursery,,,24-Nov-17,3.9,2.1,2,13,100,,,,09-Mar-18,,,,,0,,,missing: structure down?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
